Age,Gender,Platform,Daily_Usage_Hours,Study_Hours,Sleep_Hours,Academic_Performance
20,Female,Instagram,6.7,1.3,6.0,50.0
22,Male,WeChat,5.8,2.1,6.5,60.0
19,Female,Twitter,4.5,4.4,7.6,80.0
23,Male,Facebook,6.4,1.5,6.3,50.0
21,Female,Instagram,4.1,3.3,7.7,70.0
24,Male,TikTok,6.6,1.0,6.2,50.0
20,Female,Instagram,4.4,4.6,7.4,70.0
22,Male,Twitter,5.7,2.7,6.8,60.0
19,Female,Instagram,7.0,1.0,5.8,40.0
23,Male,Facebook,4.3,3.5,7.5,70.0
21,Female,TikTok,6.9,1.0,6.1,50.0
24,Male,Instagram,5.6,2.7,6.9,60.0
20,Female,Facebook,6.2,1.0,6.3,50.0
21,Male,Instagram,5.8,2.8,6.7,60.0
23,Female,TikTok,4.9,3.2,7.3,70.0
20,Male,Facebook,6.4,3.5,6.2,50.0
22,Female,Twitter,5.1,2.0,7.1,70.0
19,Male,Instagram,6.7,1.2,6.0,40.0
24,Female,WeChat,5.5,3.9,6.8,60.0
21,Male,Twitter,4.3,4.7,7.6,80.0
23,Female,Instagram,6.2,1.2,6.4,50.0
20,Male,Facebook,4.5,3.7,7.4,70.0
22,Female,TikTok,6.3,1.7,6.3,50.0
19,Male,Instagram,4.7,3.5,7.2,70.0
24,Female,Twitter,5.9,1.5,6.6,60.0
21,Male,Facebook,7.1,1.0,5.7,40.0
23,Female,Instagram,4.4,2.3,7.4,70.0
20,Male,TikTok,6.6,1.5,6.2,50.0
22,Female,Instagram,5.4,3.0,6.9,60.0
19,Male,Facebook,6.5,1.3,6.1,50.0
24,Female,Twitter,4.8,1.9,7.3,70.0
21,Male,Instagram,5.7,3.1,6.7,60.0
23,Female,TikTok,6.1,2.2,6.4,50.0
20,Male,Facebook,4.6,2.8,7.2,70.0
22,Female,Instagram,6.8,1.0,5.9,40.0
19,Male,WeChat,5.6,1.2,6.8,60.0
24,Female,Twitter,4.2,3.0,7.5,80.0
21,Male,TikTok,6.3,1.3,6.3,50.0
23,Female,Instagram,4.4,4.6,7.4,70.0
20,Male,Facebook,6.5,1.0,6.2,50.0
22,Female,Twitter,4.6,3.9,7.3,70.0
19,Male,Instagram,5.8,1.8,6.6,60.0
24,Female,TikTok,7.0,1.2,5.8,40.0
21,Male,Facebook,4.5,3.4,7.3,70.0
23,Female,Instagram,6.7,2.0,6.1,50.0
20,Male,Twitter,5.5,2.1,6.8,60.0
22,Female,Facebook,6.4,1.0,6.2,50.0
19,Male,Instagram,4.7,2.2,7.2,70.0
24,Female,TikTok,5.6,2.0,6.7,60.0
21,Male,Facebook,6.2,1.0,6.3,50.0
23,Female,Twitter,4.8,3.5,7.1,70.0
20,Male,Instagram,6.9,1.0,5.9,40.0
22,Female,WeChat,5.7,4.2,6.7,60.0
19,Male,Twitter,4.4,2.2,7.4,80.0
24,Female,TikTok,6.1,2.1,6.4,50.0
21,Male,Instagram,4.3,2.8,7.5,70.0
23,Female,Facebook,6.4,1.2,6.2,50.0
20,Male,Twitter,4.5,3.6,7.3,70.0
22,Female,Instagram,5.9,1.0,6.5,60.0
19,Male,TikTok,7.2,1.0,5.7,40.0
24,Female,Facebook,4.6,4.9,7.2,70.0
21,Male,Instagram,6.8,1.0,6.0,50.0
23,Female,Twitter,5.3,2.9,6.8,60.0
22,Male,Facebook,6.3,2.5,6.2,50.0
20,Female,Instagram,4.8,3.1,7.1,70.0
23,Male,TikTok,5.7,1.8,6.6,60.0
21,Female,Twitter,6.2,1.0,6.3,50.0
24,Male,Facebook,4.7,3.8,7.2,70.0
19,Female,Instagram,6.8,1.1,5.9,40.0
22,Male,WeChat,5.6,1.6,6.7,60.0
20,Female,Twitter,4.3,3.8,7.5,80.0
23,Male,TikTok,6.2,1.3,6.3,50.0
21,Female,Instagram,4.4,3.2,7.4,70.0
24,Male,Facebook,6.5,2.0,6.1,50.0
19,Female,Twitter,4.6,2.3,7.3,70.0
22,Male,Instagram,5.8,3.0,6.6,60.0
20,Female,TikTok,7.1,1.0,5.8,40.0
23,Male,Facebook,4.5,3.0,7.3,70.0
21,Female,Instagram,6.7,2.8,6.0,50.0
24,Male,Twitter,5.4,3.5,6.8,60.0
19,Female,TikTok,6.4,1.7,6.2,50.0
22,Male,Facebook,4.7,2.5,7.2,70.0
20,Female,Instagram,5.6,2.0,6.7,60.0
23,Male,Twitter,6.3,1.8,6.2,50.0
21,Female,TikTok,4.8,3.2,7.1,70.0
24,Male,Instagram,6.9,1.0,5.9,40.0
19,Female,WeChat,5.7,2.3,6.7,60.0
22,Male,Twitter,4.4,3.4,7.4,80.0
20,Female,Facebook,6.1,1.0,6.4,50.0
23,Male,Instagram,4.3,3.3,7.5,70.0
21,Female,TikTok,6.4,2.3,6.2,50.0
24,Male,Twitter,4.5,2.4,7.3,70.0
19,Female,Instagram,5.9,1.9,6.5,60.0
22,Male,Facebook,7.2,1.0,5.7,40.0
20,Female,TikTok,4.6,3.5,7.2,70.0
23,Male,Instagram,6.8,1.0,6.0,50.0
21,Female,Twitter,5.3,3.9,6.8,60.0
24,Male,Facebook,6.2,2.2,6.3,50.0
19,Female,Instagram,4.7,2.3,7.2,70.0
22,Male,TikTok,5.8,2.7,6.6,60.0
20,Female,Twitter,6.1,1.3,6.4,50.0
23,Male,Facebook,4.8,2.7,7.1,70.0
21,Female,Instagram,6.7,1.6,6.0,40.0
24,Male,WeChat,5.5,2.1,6.8,60.0
19,Female,Twitter,4.2,4.5,7.5,80.0
22,Male,TikTok,6.3,1.1,6.2,50.0
20,Female,Instagram,4.4,3.1,7.4,70.0
23,Male,Facebook,6.5,1.0,6.1,50.0
21,Female,Twitter,4.6,2.9,7.3,70.0
24,Male,Instagram,5.9,3.0,6.5,60.0
19,Female,TikTok,7.0,1.5,5.8,40.0
22,Male,Facebook,4.5,4.9,7.3,70.0
20,Female,Instagram,6.6,3.2,6.1,50.0
23,Male,Twitter,5.5,1.7,6.7,60.0
21,Female,TikTok,6.3,1.8,6.2,50.0
24,Male,Facebook,4.8,2.3,7.1,70.0
19,Female,Instagram,5.7,1.7,6.6,60.0
22,Male,Twitter,6.2,1.3,6.3,50.0
20,Female,TikTok,4.7,2.5,7.2,70.0
23,Male,Instagram,6.8,1.0,5.9,40.0
21,Female,WeChat,5.6,2.3,6.7,60.0
24,Male,Twitter,4.3,2.7,7.5,80.0
19,Female,Facebook,6.2,2.5,6.3,50.0
19,Male,TikTok,5.7,1.6,5.7,60.0
22,Male,TikTok,4.0,6.2,8.2,60.0
24,Male,YouTube,7.2,1.0,5.9,59.0
20,Female,Facebook,4.2,3.9,7.6,70.0
19,Male,TikTok,4.3,2.7,7.7,70.0
19,Female,TikTok,4.9,4.5,5.7,60.0
18,Male,TikTok,5.5,3.4,5.3,50.0
23,Female,Facebook,6.4,1.8,6.2,50.0
23,Male,TikTok,3.5,3.4,8.5,73.0
18,Female,YouTube,7.4,1.0,5.8,47.0
20,Female,Instagram,4.6,2.5,7.3,70.0
21,Male,Instagram,1.9,7.3,8.7,81.0
20,Female,TikTok,3.3,5.3,8.6,70.0
20,Male,Twitter,5.8,2.3,5.6,55.0
19,Female,Instagram,7.5,1.0,4.8,50.0
22,Female,Instagram,5.8,1.4,5.8,60.0
20,Male,TikTok,4.0,4.6,7.1,73.0
22,Male,TikTok,6.3,2.7,6.2,50.0
22,Female,Instagram,8.0,1.0,4.9,40.0
24,Male,WeChat,5.5,1.2,6.8,60.0
19,Female,Instagram,4.8,3.4,7.1,70.0
23,Male,TikTok,6.6,2.2,5.6,50.0
19,Male,Twitter,3.9,2.8,6.6,69.0
22,Male,WhatsApp,5.6,2.4,6.7,60.0
21,Male,WhatsApp,6.7,1.5,5.5,60.0
19,Male,TikTok,6.3,1.5,4.8,40.0
21,Male,YouTube,6.3,1.0,5.9,45.0
22,Male,Facebook,4.4,3.3,8.8,70.0
22,Female,LinkedIn,4.2,3.5,6.8,65.0
20,Male,YouTube,3.9,4.0,6.7,60.0
19,Female,Instagram,4.6,2.9,7.0,50.0
22,Male,YouTube,6.0,1.6,6.7,64.0
21,Male,WhatsApp,5.7,2.3,6.5,60.0
19,Female,Snapchat,5.1,3.3,7.1,65.0
19,Female,Facebook,5.8,2.0,7.4,65.0
21,Male,TikTok,7.2,1.0,4.7,58.0
23,Female,Instagram,7.6,1.0,4.7,56.0
19,Female,Twitter,4.5,2.0,7.6,80.0
21,Female,YouTube,3.7,4.7,8.7,86.0
20,Male,Facebook,3.8,4.2,6.6,70.0
23,Male,YouTube,4.7,3.3,6.9,62.0
22,Male,TikTok,3.6,5.2,8.6,60.0
20,Male,LinkedIn,8.1,1.0,5.9,59.0
19,Male,LinkedIn,3.2,3.2,9.0,83.0
22,Female,YouTube,3.0,5.2,8.9,71.0
21,Male,TikTok,4.7,3.3,6.2,63.0
22,Female,TikTok,5.2,2.9,6.3,68.0
21,Male,TikTok,4.7,2.9,6.2,63.0
22,Male,LinkedIn,8.0,1.0,4.5,54.0
19,Female,Instagram,7.0,1.7,5.8,40.0
22,Male,VKontakte,4.3,4.1,7.7,70.0
18,Female,YouTube,6.8,1.0,5.2,52.0
19,Female,WhatsApp,7.0,1.0,5.8,50.0
19,Male,TikTok,3.5,5.1,8.5,70.0
19,Female,WhatsApp,6.8,2.2,6.0,50.0
20,Male,YouTube,4.4,4.1,6.1,65.0
23,Female,Facebook,2.0,5.3,7.9,71.0
18,Female,Snapchat,3.7,4.8,7.9,73.0
24,Female,YouTube,7.8,1.0,5.4,56.0
21,Male,TikTok,5.1,4.1,7.0,50.0
19,Male,LinkedIn,2.4,4.9,7.2,86.0
24,Female,Facebook,3.3,4.5,7.2,73.0
24,Female,Twitter,6.4,2.2,6.0,52.0
23,Female,LinkedIn,6.2,1.8,5.3,54.0
24,Male,Facebook,4.1,3.0,6.1,60.0
21,Female,TikTok,5.8,2.5,5.6,60.0
21,Male,Instagram,4.9,3.6,7.3,60.0
22,Male,TikTok,1.6,6.5,8.2,86.0
19,Female,YouTube,2.9,5.3,7.1,88.0
22,Male,WhatsApp,6.2,1.6,6.1,50.0
23,Male,Instagram,3.7,5.5,8.4,72.0
20,Female,TikTok,4.5,2.8,7.4,60.0
22,Female,LinkedIn,4.2,3.3,6.8,65.0
20,Female,Instagram,3.0,5.0,9.0,70.0
22,Male,Facebook,2.7,6.0,9.1,80.0
18,Male,Twitter,7.3,1.0,5.3,50.0
21,Male,Snapchat,8.2,1.0,4.9,56.0
24,Male,TikTok,5.9,1.0,5.9,49.0
18,Male,LinkedIn,7.3,1.0,5.1,41.0
22,Male,LinkedIn,2.9,4.2,7.0,70.0
23,Male,Facebook,6.4,1.3,6.3,50.0
22,Male,Facebook,3.1,5.4,8.7,80.0
19,Female,Instagram,6.1,1.4,5.2,50.0
23,Female,LinkedIn,2.5,5.7,7.3,80.0
21,Male,WhatsApp,6.7,1.1,5.6,50.0
22,Female,Instagram,6.8,1.7,5.4,44.0
21,Female,Instagram,5.6,2.8,5.6,60.0
19,Female,WhatsApp,6.2,1.2,6.3,60.0
19,Female,Facebook,6.1,1.8,4.6,43.0
22,Female,YouTube,2.3,6.5,8.8,90.0
24,Male,LinkedIn,8.1,1.0,5.1,51.0
23,Male,Instagram,5.2,1.7,7.0,60.0
19,Male,YouTube,3.4,5.1,8.6,76.0
20,Male,TikTok,3.5,3.6,7.9,78.0
18,Female,YouTube,1.9,7.2,7.7,78.0
20,Female,Snapchat,7.5,1.3,5.2,48.0
21,Male,LinkedIn,1.8,6.4,9.0,82.0
20,Female,Facebook,4.2,3.9,7.6,70.0
22,Male,YouTube,8.1,1.0,5.6,54.0
21,Male,Instagram,3.9,4.6,8.3,60.0
22,Male,VKontakte,4.2,3.5,7.8,70.0
24,Male,LinkedIn,2.0,6.2,7.8,80.0
21,Male,Twitter,5.8,2.9,5.4,49.0
19,Male,TikTok,4.4,3.2,7.0,62.0
19,Male,TikTok,4.8,2.7,7.0,61.0
23,Male,LinkedIn,4.5,2.5,6.2,64.0
19,Male,TikTok,5.5,1.6,5.4,50.0
23,Female,YouTube,7.4,1.0,5.7,42.0
23,Female,TikTok,1.6,7.0,8.7,89.0
23,Male,YouTube,3.4,6.0,8.7,78.0
20,Male,Twitter,7.8,1.3,5.2,52.0
18,Female,Snapchat,3.2,3.5,7.8,85.0
21,Female,TikTok,3.5,5.1,7.5,90.0
23,Male,LinkedIn,2.3,6.8,7.4,80.0
19,Female,TikTok,5.8,1.8,5.4,60.0
24,Male,Instagram,2.7,5.4,8.6,78.0
20,Female,Snapchat,6.5,1.0,5.7,41.0
22,Female,TikTok,4.1,4.1,6.4,69.0
22,Male,WhatsApp,6.0,1.1,6.2,60.0
22,Male,Facebook,4.3,3.9,7.3,50.0
20,Male,LinkedIn,7.5,1.0,5.2,52.0
22,Male,TikTok,3.8,4.6,8.4,60.0
19,Male,TikTok,5.3,3.5,5.5,50.0
20,Female,TikTok,5.5,1.9,5.9,60.0
20,Female,Instagram,3.6,3.5,8.4,80.0
23,Female,Facebook,7.2,1.0,5.6,46.0
21,Male,Facebook,6.7,1.1,4.6,45.0
19,Female,Instagram,5.7,1.8,6.6,60.0
22,Female,YouTube,7.9,1.0,5.1,49.0
19,Female,YouTube,5.2,3.2,7.0,67.0
21,Male,Snapchat,8.3,1.0,4.7,50.0
21,Male,Instagram,4.6,2.5,7.6,70.0
18,Female,Twitter,3.8,3.8,8.4,72.0
19,Female,Instagram,5.0,3.9,5.7,50.0
24,Male,Twitter,8.3,1.0,5.5,43.0
20,Female,TikTok,4.7,3.2,5.8,60.0
23,Female,Instagram,3.8,4.7,7.4,71.0
18,Female,Twitter,5.6,1.5,4.8,59.0
24,Male,Instagram,6.5,1.5,5.3,48.0
24,Female,Instagram,3.7,4.4,8.8,90.0
18,Male,TikTok,5.6,2.0,5.2,50.0
21,Female,Facebook,3.2,5.1,6.8,70.0
19,Male,TikTok,6.9,1.0,5.0,56.0
18,Female,Twitter,5.9,2.5,4.5,58.0
20,Male,Facebook,6.4,2.0,6.2,50.0
23,Female,Facebook,7.7,1.0,5.7,46.0
21,Male,Facebook,5.9,3.1,6.0,67.0
24,Male,LinkedIn,2.5,3.1,7.9,88.0
20,Female,TikTok,3.2,4.3,8.6,75.0
20,Female,Instagram,6.1,2.7,7.2,50.0
20,Female,YouTube,3.3,4.4,7.4,71.0
22,Male,Instagram,5.6,1.2,5.8,52.0
21,Male,Instagram,3.9,3.2,8.3,60.0
18,Female,Facebook,7.7,1.1,5.4,40.0
24,Male,LinkedIn,2.2,4.3,7.4,80.0
21,Male,Instagram,5.4,3.5,6.7,50.0
19,Male,TikTok,6.9,1.1,5.0,56.0
18,Male,Snapchat,6.0,1.0,5.0,55.0
18,Female,LinkedIn,4.8,2.7,6.8,63.0
21,Female,Instagram,3.4,3.8,7.0,73.0
19,Female,Facebook,6.1,2.6,4.8,42.0
20,Female,Facebook,2.9,5.7,8.4,84.0
19,Female,Twitter,2.5,4.1,7.3,83.0
21,Male,YouTube,3.9,3.8,6.5,70.0
22,Male,Facebook,6.5,1.0,6.1,50.0
21,Male,Snapchat,3.9,5.1,7.1,75.0
19,Female,Instagram,2.3,4.6,9.5,80.0
22,Female,Twitter,5.1,4.2,7.1,70.0
18,Male,Facebook,4.4,3.6,6.5,65.0
19,Male,LinkedIn,6.5,1.0,5.4,58.0
19,Female,LINE,3.3,4.2,8.3,80.0
22,Male,Snapchat,6.6,1.0,5.2,52.0
18,Male,TikTok,5.3,1.7,5.5,50.0
21,Male,LinkedIn,8.2,1.0,6.0,54.0
18,Female,Facebook,6.7,1.0,5.8,46.0
20,Female,TikTok,4.1,2.2,7.8,60.0
18,Female,Twitter,3.8,3.9,8.4,72.0
19,Female,Snapchat,8.4,1.0,5.0,45.0
21,Female,Twitter,5.3,2.1,6.8,60.0
20,Female,Facebook,4.6,2.7,8.1,70.0
22,Female,Instagram,4.5,2.8,6.6,68.0
20,Female,TikTok,5.4,4.2,5.7,50.0
24,Female,YouTube,8.2,1.0,4.5,56.0
22,Male,TikTok,5.1,3.1,5.3,60.0
20,Female,KakaoTalk,4.8,1.8,7.0,60.0
19,Female,Instagram,4.9,2.6,5.8,60.0
23,Male,TikTok,5.2,3.0,6.8,69.0
24,Female,TikTok,3.2,4.0,7.9,74.0
23,Male,TikTok,5.6,3.1,5.5,42.0
20,Male,Facebook,6.4,1.0,6.2,50.0
22,Male,LinkedIn,2.8,5.0,7.2,80.0
18,Female,Twitter,8.0,1.0,5.4,57.0
20,Female,Snapchat,4.2,3.9,6.2,67.0
20,Female,TikTok,4.7,2.8,5.8,60.0
21,Male,Instagram,6.8,1.0,6.0,50.0
23,Male,Instagram,5.2,2.6,7.0,60.0
22,Male,WhatsApp,6.2,1.2,6.1,50.0
20,Female,Instagram,3.6,4.8,8.2,80.0
22,Male,Facebook,4.7,3.5,7.2,70.0
21,Male,Instagram,4.6,3.3,7.6,70.0
22,Male,Facebook,3.5,4.2,8.3,80.0
19,Female,Instagram,8.5,1.0,3.8,50.0
20,Female,Instagram,4.4,3.4,7.4,70.0
22,Female,YouTube,3.0,4.8,8.9,71.0
19,Female,LINE,3.6,4.5,8.1,80.0
19,Female,Instagram,3.7,5.7,8.3,70.0
19,Female,Instagram,4.4,2.5,7.5,60.0
20,Female,KakaoTalk,4.3,4.3,7.5,60.0
21,Female,Twitter,2.3,4.2,7.0,84.0
18,Male,LinkedIn,3.7,4.5,7.9,82.0
21,Male,Instagram,2.0,7.3,7.1,77.0
20,Female,KakaoTalk,4.6,3.8,7.2,60.0
20,Female,TikTok,4.3,3.8,7.6,70.0
20,Male,LinkedIn,2.8,4.8,8.5,87.0
22,Male,TikTok,3.8,4.2,8.4,60.0
20,Female,Instagram,2.8,5.0,9.0,80.0
22,Male,Twitter,5.5,1.9,7.1,70.0
18,Female,Twitter,5.8,2.0,5.0,56.0
20,Female,TikTok,4.7,3.5,7.2,70.0
19,Female,LINE,3.6,3.8,8.1,80.0
21,Male,Instagram,5.3,2.1,6.8,50.0
24,Male,LinkedIn,2.5,4.4,7.9,88.0
18,Male,Instagram,7.1,1.2,5.9,48.0
21,Male,WhatsApp,6.3,2.1,5.9,60.0
23,Male,Twitter,5.5,2.7,6.7,60.0
21,Male,Facebook,6.2,2.6,6.3,50.0
22,Male,TikTok,3.8,4.3,8.4,60.0
19,Female,LINE,3.4,4.9,8.2,80.0
22,Male,Facebook,4.1,4.1,7.9,70.0
19,Female,WhatsApp,6.0,1.9,6.5,60.0
19,Male,LinkedIn,5.8,1.8,5.3,50.0
22,Male,Snapchat,6.6,3.2,5.2,52.0
22,Male,VKontakte,4.0,3.6,8.0,70.0
21,Male,Facebook,4.4,3.1,7.8,70.0
21,Male,Instagram,4.5,3.8,7.7,60.0
20,Female,TikTok,4.3,3.9,7.6,60.0
22,Male,Facebook,4.1,2.8,7.9,70.0
24,Female,TikTok,6.1,2.8,6.4,50.0
21,Female,Twitter,6.2,1.7,6.3,50.0
19,Female,YouTube,7.2,1.0,5.9,50.0
22,Male,LinkedIn,2.9,6.1,7.0,70.0
18,Male,YouTube,3.9,4.6,6.0,67.0
23,Female,TikTok,2.3,4.7,8.3,88.0
23,Female,LinkedIn,1.6,7.8,8.6,76.0
18,Male,Instagram,6.1,2.4,5.6,46.0
23,Male,LinkedIn,6.1,1.9,5.9,48.0
22,Male,Twitter,5.7,3.6,6.8,60.0
24,Male,Snapchat,3.4,4.7,7.1,83.0
19,Female,LINE,3.6,4.4,8.1,80.0
21,Female,TikTok,7.3,1.0,5.8,56.0
20,Female,TikTok,7.8,1.0,4.5,50.0
24,Male,Twitter,5.4,3.0,6.8,60.0
21,Female,Instagram,4.8,3.2,4.8,60.0
19,Male,TikTok,5.5,1.9,5.4,50.0
24,Male,LinkedIn,8.1,1.0,5.1,51.0
23,Male,Twitter,5.5,2.4,6.7,60.0
22,Male,TikTok,4.2,2.7,8.0,60.0
19,Female,TikTok,6.0,1.0,6.8,65.0
24,Female,LinkedIn,4.6,3.9,6.8,64.0
20,Female,TikTok,3.5,2.4,8.4,70.0
23,Female,YouTube,2.9,5.3,7.3,85.0
22,Male,TikTok,4.7,2.9,4.5,60.0
21,Male,LinkedIn,3.1,5.9,8.5,85.0
21,Male,TikTok,2.6,5.0,7.4,89.0
18,Male,Snapchat,6.0,2.5,5.0,55.0
20,Female,TikTok,7.1,1.0,5.9,42.0
18,Male,Facebook,3.8,4.3,8.4,83.0
20,Male,LinkedIn,4.3,4.3,6.6,67.0
20,Male,Instagram,6.9,1.0,5.9,40.0
21,Female,LinkedIn,5.8,3.0,7.0,64.0
18,Male,Twitter,7.0,1.0,5.1,48.0
20,Female,TikTok,5.4,2.8,6.7,60.0
21,Male,Snapchat,2.5,6.2,7.4,80.0
18,Female,LinkedIn,5.6,2.9,5.9,52.0
22,Female,TikTok,7.3,2.2,4.8,57.0
19,Female,LINE,3.8,3.6,7.9,80.0
20,Female,Instagram,5.0,1.9,5.0,60.0
19,Female,TikTok,6.4,1.0,5.5,44.0
21,Male,Instagram,5.1,3.4,7.1,60.0
18,Male,YouTube,5.6,2.8,4.5,57.0
19,Female,Instagram,4.4,3.7,7.5,70.0
18,Female,YouTube,7.2,1.0,5.5,58.0
23,Male,YouTube,3.4,5.2,8.7,78.0
22,Male,Twitter,4.0,3.0,7.6,86.0
20,Male,Twitter,2.8,6.1,8.2,73.0
21,Male,Instagram,4.9,5.4,7.3,60.0
20,Female,TikTok,5.4,2.9,6.7,60.0
23,Male,Twitter,2.8,5.7,7.7,81.0
22,Male,TikTok,5.3,2.3,5.7,60.0
18,Male,Facebook,4.4,2.2,6.5,65.0
22,Male,Snapchat,5.7,1.8,6.6,64.0
20,Female,TikTok,2.9,4.2,7.5,79.0
22,Male,Facebook,4.7,2.1,7.2,70.0
20,Male,TikTok,6.9,2.5,5.3,51.0
19,Male,TikTok,4.8,3.4,7.0,61.0
20,Female,TikTok,5.2,2.9,6.7,57.0
21,Male,Instagram,4.6,3.2,7.4,60.0
20,Female,TikTok,7.9,0.8,4.8,50.0
20,Female,TikTok,7.0,1.2,5.6,49.0
19,Male,TikTok,5.5,1.3,6.1,52.0
24,Female,Facebook,3.4,4.8,7.5,72.0
19,Female,Instagram,5.7,1.2,5.3,50.0
21,Male,TikTok,6.4,1.3,6.4,48.0
21,Male,Snapchat,3.7,4.1,7.0,59.0
20,Female,Instagram,4.9,3.7,4.9,59.0
24,Male,Instagram,5.6,2.6,6.7,58.0
20,Female,Instagram,4.3,1.5,7.6,73.0
23,Female,Facebook,2.2,5.1,8.3,69.0
20,Male,LinkedIn,4.0,3.0,7.1,67.0
19,Male,Snapchat,2.8,7.0,7.7,89.0
23,Female,Twitter,4.7,3.2,7.5,63.0
19,Female,Twitter,5.5,3.0,7.3,65.0
22,Male,Facebook,8.1,1.0,4.3,41.0
19,Female,WhatsApp,7.3,1.1,5.5,50.0
20,Male,YouTube,2.4,6.3,7.2,72.0
20,Female,Facebook,6.2,1.6,5.6,48.0
18,Male,LinkedIn,7.1,0.8,5.9,51.0
21,Male,WhatsApp,7.2,1.6,5.1,50.0
22,Male,WhatsApp,6.4,2.6,6.5,53.0
19,Female,Instagram,8.4,1.3,4.4,59.0
21,Male,Instagram,5.1,2.4,6.6,61.0
24,Female,Instagram,3.9,4.9,6.9,63.0
22,Female,TikTok,7.5,1.0,4.5,53.0
19,Female,LINE,3.6,5.4,7.6,82.0
21,Male,Snapchat,3.7,4.4,6.7,75.0
23,Female,Instagram,3.7,4.9,7.5,70.0
19,Male,TikTok,6.7,1.1,5.4,56.0
24,Female,YouTube,3.4,5.1,7.7,80.0
22,Male,Instagram,4.2,3.5,6.7,73.0
24,Male,LinkedIn,3.7,3.8,7.8,88.0
19,Female,Facebook,2.3,5.7,7.7,86.0
20,Female,TikTok,7.2,1.2,5.4,49.0
20,Male,Twitter,8.5,1.1,4.6,46.0
22,Male,WeChat,6.0,2.0,6.5,62.0
19,Male,Snapchat,1.9,5.3,7.5,79.0
20,Female,Instagram,5.1,2.0,5.3,56.0
19,Female,Facebook,4.2,3.6,8.3,70.0
20,Female,Instagram,4.9,3.6,4.5,64.0
20,Female,Snapchat,4.2,3.8,6.2,67.0
22,Male,YouTube,5.5,4.2,6.0,58.0
19,Female,TikTok,5.8,3.1,6.4,64.0
20,Female,Facebook,4.6,2.7,8.1,69.0
19,Female,TikTok,6.1,2.4,4.5,60.0
20,Female,TikTok,4.8,3.6,7.5,70.0
20,Female,KakaoTalk,4.7,1.6,6.8,59.0
18,Male,LinkedIn,7.5,1.2,4.9,53.0
21,Female,Instagram,4.4,3.2,7.4,67.0
24,Female,TikTok,4.6,5.0,6.6,63.0
22,Male,TikTok,4.4,4.1,7.8,59.0
23,Female,Instagram,6.0,2.2,4.4,53.0
23,Female,Instagram,3.5,4.7,7.4,79.0
19,Female,Facebook,6.0,2.6,6.2,51.0
20,Female,TikTok,4.4,3.5,7.2,72.0
21,Male,Snapchat,3.8,4.3,7.2,60.0
24,Male,TikTok,3.5,4.9,8.0,76.0
24,Male,YouTube,5.1,3.2,6.8,67.0
23,Female,Facebook,5.9,1.5,6.0,55.0
20,Female,TikTok,3.6,4.8,8.2,67.0
24,Male,Facebook,2.3,4.3,7.3,69.0
20,Female,Instagram,3.3,4.6,8.7,67.0
23,Male,YouTube,3.7,6.1,8.9,75.0
23,Female,Instagram,7.7,1.1,4.5,54.0
23,Male,Twitter,2.7,4.9,7.7,80.0
18,Female,Facebook,6.8,1.0,6.1,47.0
22,Male,Instagram,3.3,4.2,8.0,80.0
18,Male,YouTube,3.0,4.1,6.9,68.0
22,Male,Instagram,2.0,6.2,7.4,86.0
21,Male,WhatsApp,6.9,1.2,5.5,49.0
24,Female,Twitter,3.2,5.3,8.1,82.0
19,Female,TikTok,6.5,2.6,4.7,61.0
24,Female,Twitter,5.9,1.8,6.5,59.0
21,Male,Instagram,4.6,3.0,6.9,61.0
21,Male,Instagram,7.4,1.3,5.0,48.0
20,Female,Instagram,4.7,2.7,6.5,49.0
20,Male,TikTok,7.6,0.9,5.7,52.0
23,Female,Snapchat,7.6,2.0,5.4,53.0
24,Male,LinkedIn,2.2,6.3,7.9,76.0
21,Male,Instagram,3.3,5.9,6.9,72.0
19,Female,Instagram,6.4,0.7,5.6,40.0
19,Male,Twitter,3.5,3.8,7.0,69.0
22,Male,Snapchat,5.6,1.8,6.7,65.0
20,Male,Instagram,3.7,3.1,6.9,67.0
20,Female,TikTok,5.3,3.0,6.6,63.0
21,Female,Instagram,4.9,1.6,4.5,58.0
23,Female,TikTok,6.2,1.5,5.7,41.0
20,Female,TikTok,6.5,1.9,4.4,60.0
21,Male,Facebook,3.4,4.4,8.6,83.0
18,Female,Instagram,2.2,6.4,8.6,81.0
18,Female,TikTok,6.0,2.8,5.4,52.0
21,Female,Instagram,6.1,1.8,6.0,54.0
18,Female,Twitter,5.7,2.5,4.5,56.0
21,Male,Instagram,5.2,2.5,6.8,54.0
21,Male,Instagram,3.7,4.7,8.2,61.0
20,Female,LinkedIn,7.3,0.7,6.0,39.0
21,Male,Instagram,3.9,3.6,8.4,59.0
21,Male,Facebook,3.8,4.1,8.3,71.0
19,Female,Twitter,8.2,0.7,4.8,47.0
21,Female,Instagram,6.8,1.6,5.7,45.0
19,Female,LINE,3.3,4.6,7.9,82.0
24,Male,Facebook,4.0,2.8,5.8,62.0
19,Female,Instagram,4.6,4.6,7.7,72.0
21,Male,LinkedIn,3.0,4.7,7.1,83.0
18,Male,Snapchat,6.5,2.6,4.9,54.0
23,Male,Instagram,3.6,4.7,8.2,73.0
19,Female,Twitter,8.6,1.1,4.6,48.0
19,Female,TikTok,5.0,4.1,6.0,62.0
20,Male,YouTube,5.3,2.6,5.3,56.0
